path,class,label,Devanagari
C:\Users\Ashim\Devnagari_dataset\1\Img_183.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_184.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_185.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_186.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_187.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_188.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_189.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_190.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_191.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_192.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_193.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_194.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_195.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_196.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_197.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_198.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_199.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_200.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_201.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_202.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_203.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_204.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_0.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_1.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_2.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_3.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_4.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_5.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_6.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_7.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_8.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_9.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_10.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_11.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_12.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_13.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\1\Img_14.jpg,1,ka,à¤•
C:\Users\Ashim\Devnagari_dataset\2\Img_18.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_19.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_20.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_21.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_22.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_23.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_24.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_25.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_26.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_27.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_28.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_29.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_30.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_31.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_32.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_33.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_34.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_35.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_36.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_37.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_38.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_39.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_40.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_41.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_42.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_43.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_44.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_45.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_46.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_47.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_48.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_49.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_50.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_51.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_52.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_53.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_54.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_55.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_56.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_57.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_58.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_59.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_60.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_61.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_62.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_63.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_64.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_65.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_66.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_67.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_68.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_69.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_70.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_71.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_72.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_73.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_74.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_75.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_76.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_77.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_78.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_79.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_80.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_81.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_82.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_83.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_84.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_85.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_86.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_87.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_88.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_89.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_90.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_91.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_92.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_93.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_94.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_95.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_96.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_97.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_98.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_99.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_100.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_101.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_102.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_103.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_104.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_105.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_106.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_107.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_108.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_109.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_110.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_111.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_112.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_113.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_114.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_115.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_116.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_117.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_118.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_119.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_120.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_121.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_122.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_123.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_124.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_125.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_126.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_127.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_128.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_129.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_130.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_131.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_132.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_133.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_134.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_135.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_136.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_137.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_138.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_139.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_140.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_141.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_142.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_143.jpg,2,kha,à¤–
C:\Users\Ashim\Devnagari_dataset\2\Img_144.jpg,2,kha,à¤–
